ContigID	genes	VPFs	Pfams	Length	clusterID
haib17CEM4890_H2NYMCCXY_SL254783_NODE_2020_length_15883_cov_7.41945	14	5	2	15883	sg_1455
haib17CEM4890_H2NYMCCXY_SL254783_NODE_2146_length_15194_cov_7.42757	16	14	1	15194	sg_1456
haib17CEM4890_H2NYMCCXY_SL254783_NODE_2157_length_15158_cov_6.7129	17	3	0	15158	sg_1457
haib17CEM4890_H2NYMCCXY_SL254783_NODE_2184_length_15011_cov_8.44491	19	12	1	15011	sg_1458
haib17CEM4890_H2NYMCCXY_SL254783_NODE_2225_length_14770_cov_7.16473	10	5	1	14770	sg_1459
haib17CEM4890_H2NYMCCXY_SL254783_NODE_2265_length_14568_cov_8.30938	19	12	4	14568	sg_1460
haib17CEM4890_H2NYMCCXY_SL254783_NODE_234_length_74161_cov_29.2734	43	18	5	74161	sg_1461
haib17CEM4890_H2NYMCCXY_SL254783_NODE_2352_length_14135_cov_10.7225	9	7	1	14135	sg_1462
haib17CEM4890_H2NYMCCXY_SL254783_NODE_2362_length_14111_cov_8.11141	7	7	0	14111	sg_1463
haib17CEM4890_H2NYMCCXY_SL254783_NODE_2506_length_13589_cov_8.63662	12	5	0	13589	sg_1464
haib17CEM4890_H2NYMCCXY_SL254783_NODE_2541_length_13445_cov_7.23824	5	5	0	13445	sg_1465
haib17CEM4890_H2NYMCCXY_SL254783_NODE_2791_length_12450_cov_6.91948	8	3	0	12450	sg_1466
haib17CEM4890_H2NYMCCXY_SL254783_NODE_285_length_62621_cov_8.71382	70	30	12	62621	sg_1467
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3186_length_11235_cov_7.45984	9	7	0	11235	sg_1468
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3192_length_11215_cov_8.22034	11	5	1	11215	sg_1469
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3244_length_11063_cov_25.4223	15	10	1	11063	sg_1470
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3267_length_10990_cov_7.62158	15	10	1	10990	sg_1471
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3299_length_10907_cov_8.22825	13	7	2	10907	sg_1472
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3352_length_10714_cov_4.88001	11	6	2	10714	sg_1473
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3416_length_10503_cov_5.23287	17	7	1	10503	sg_1474
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3545_length_10185_cov_6.60612	20	11	0	10185	sg_1475
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3601_length_10049_cov_6.9963	8	7	1	10049	sg_1476
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3613_length_10003_cov_10.1329	10	8	2	10003	sg_1477
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3635_length_9961_cov_5.42368	9	3	0	9961	sg_1478
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3710_length_9802_cov_18.3552	12	5	0	9802	sg_1479
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3737_length_9729_cov_6.71263	4	4	0	9729	sg_1480
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3786_length_9615_cov_7.47092	4	3	0	9615	sg_1481
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3806_length_9555_cov_19.1548	9	6	0	9555	sg_1482
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3848_length_9445_cov_6.10426	9	8	0	9445	sg_1483
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3884_length_9366_cov_4.8317	12	7	3	9366	sg_1484
haib17CEM4890_H2NYMCCXY_SL254783_NODE_3985_length_9182_cov_8.31084	8	5	0	9182	sg_1485
haib17CEM4890_H2NYMCCXY_SL254783_NODE_4042_length_9056_cov_8.39907	6	3	0	9056	sg_1486
haib17CEM4890_H2NYMCCXY_SL254783_NODE_4138_length_8885_cov_29.1858	8	7	1	8885	sg_1487
haib17CEM4890_H2NYMCCXY_SL254783_NODE_4343_length_8552_cov_8.04708	7	5	0	8552	sg_1488
haib17CEM4890_H2NYMCCXY_SL254783_NODE_4417_length_8438_cov_8.99523	4	3	0	8438	sg_1489
haib17CEM4890_H2NYMCCXY_SL254783_NODE_4514_length_8292_cov_7.17591	4	3	0	8292	sg_1490
haib17CEM4890_H2NYMCCXY_SL254783_NODE_4613_length_8148_cov_13.1606	4	3	0	8148	sg_1491
haib17CEM4890_H2NYMCCXY_SL254783_NODE_4676_length_8028_cov_4.87144	9	4	0	8028	sg_1492
haib17CEM4890_H2NYMCCXY_SL254783_NODE_4711_length_7975_cov_4.86326	3	3	0	7975	sg_1493
haib17CEM4890_H2NYMCCXY_SL254783_NODE_4724_length_7954_cov_8.23421	11	5	0	7954	sg_1494
haib17CEM4890_H2NYMCCXY_SL254783_NODE_4788_length_7851_cov_20.9456	9	5	0	7851	sg_1495
haib17CEM4890_H2NYMCCXY_SL254783_NODE_4801_length_7828_cov_18.3314	5	4	0	7828	sg_1496
haib17CEM4890_H2NYMCCXY_SL254783_NODE_501_length_42781_cov_25.6385	29	20	3	42781	sg_1497
haib17CEM4890_H2NYMCCXY_SL254783_NODE_503_length_42519_cov_8.09707	23	13	2	42519	sg_1498
haib17CEM4890_H2NYMCCXY_SL254783_NODE_5052_length_7500_cov_7.93271	4	3	0	7500	sg_1499
haib17CEM4890_H2NYMCCXY_SL254783_NODE_5065_length_7493_cov_6.95778	11	7	0	7493	sg_1500
haib17CEM4890_H2NYMCCXY_SL254783_NODE_5085_length_7475_cov_7.92776	11	6	2	7475	sg_1501
haib17CEM4890_H2NYMCCXY_SL254783_NODE_5156_length_7383_cov_4.69241	6	3	0	7383	sg_1502
haib17CEM4890_H2NYMCCXY_SL254783_NODE_5175_length_7361_cov_8.08938	10	7	0	7361	sg_1503
haib17CEM4890_H2NYMCCXY_SL254783_NODE_5244_length_7280_cov_79.845	11	5	0	7280	sg_1504
haib17CEM4890_H2NYMCCXY_SL254783_NODE_526_length_41672_cov_16.0395	34	19	5	41672	sg_1505
haib17CEM4890_H2NYMCCXY_SL254783_NODE_5328_length_7184_cov_6.74442	8	5	1	7184	sg_1506
haib17CEM4890_H2NYMCCXY_SL254783_NODE_5411_length_7069_cov_7.26932	6	6	0	7069	sg_1507
haib17CEM4890_H2NYMCCXY_SL254783_NODE_5416_length_7064_cov_5.54287	5	5	0	7064	sg_1508
haib17CEM4890_H2NYMCCXY_SL254783_NODE_5441_length_7037_cov_5.36365	3	3	0	7037	sg_1509
haib17CEM4890_H2NYMCCXY_SL254783_NODE_5455_length_7020_cov_10.2689	4	3	0	7020	sg_1510
haib17CEM4890_H2NYMCCXY_SL254783_NODE_549_length_40573_cov_26.5163	27	15	8	40573	sg_1511
haib17CEM4890_H2NYMCCXY_SL254783_NODE_5511_length_6954_cov_8.93361	9	8	0	6954	sg_1512
haib17CEM4890_H2NYMCCXY_SL254783_NODE_576_length_39466_cov_74.4357	43	28	6	39466	sg_1513
haib17CEM4890_H2NYMCCXY_SL254783_NODE_5800_length_6624_cov_7.93743	10	8	1	6624	sg_1514
haib17CEM4890_H2NYMCCXY_SL254783_NODE_5827_length_6603_cov_10.1252	4	3	0	6603	sg_1515
haib17CEM4890_H2NYMCCXY_SL254783_NODE_5881_length_6561_cov_10.7507	9	5	0	6561	sg_1516
haib17CEM4890_H2NYMCCXY_SL254783_NODE_5921_length_6529_cov_4.1954	9	6	0	6529	sg_1517
haib17CEM4890_H2NYMCCXY_SL254783_NODE_5984_length_6472_cov_14.355	6	4	0	6472	sg_1518
haib17CEM4890_H2NYMCCXY_SL254783_NODE_6034_length_6426_cov_90.8517	7	4	0	6426	sg_1519
haib17CEM4890_H2NYMCCXY_SL254783_NODE_612_length_37970_cov_22.446	36	20	9	37970	sg_1520
haib17CEM4890_H2NYMCCXY_SL254783_NODE_6153_length_6321_cov_6.94861	6	4	0	6321	sg_1521
haib17CEM4890_H2NYMCCXY_SL254783_NODE_6160_length_6314_cov_6.95718	6	4	0	6314	sg_1522
haib17CEM4890_H2NYMCCXY_SL254783_NODE_6247_length_6259_cov_14.4317	3	3	0	6259	sg_1523
haib17CEM4890_H2NYMCCXY_SL254783_NODE_629_length_37377_cov_42.9526	24	14	4	37377	sg_1524
haib17CEM4890_H2NYMCCXY_SL254783_NODE_6344_length_6180_cov_5.77355	9	6	0	6180	sg_1525
haib17CEM4890_H2NYMCCXY_SL254783_NODE_6382_length_6147_cov_7.16809	14	5	2	6147	sg_1526
haib17CEM4890_H2NYMCCXY_SL254783_NODE_6411_length_6131_cov_9.08048	6	5	0	6131	sg_1527
haib17CEM4890_H2NYMCCXY_SL254783_NODE_6451_length_6095_cov_5.18841	3	3	0	6095	sg_1528
haib17CEM4890_H2NYMCCXY_SL254783_NODE_653_length_36545_cov_22.9319	21	15	0	36545	sg_1529
haib17CEM4890_H2NYMCCXY_SL254783_NODE_6650_length_5938_cov_8.72837	5	3	0	5938	sg_1530
haib17CEM4890_H2NYMCCXY_SL254783_NODE_666_length_36070_cov_75.2607	35	23	7	36070	sg_1531
haib17CEM4890_H2NYMCCXY_SL254783_NODE_6670_length_5921_cov_5.45909	10	4	0	5921	sg_1532
haib17CEM4890_H2NYMCCXY_SL254783_NODE_6766_length_5842_cov_21.4398	13	7	0	5842	sg_1533
haib17CEM4890_H2NYMCCXY_SL254783_NODE_6965_length_5677_cov_5.16346	5	3	0	5677	sg_1534
haib17CEM4890_H2NYMCCXY_SL254783_NODE_699_length_34554_cov_12.6483	17	10	3	34554	sg_1535
haib17CEM4890_H2NYMCCXY_SL254783_NODE_700_length_34431_cov_8.13253	20	8	2	34431	sg_1536
haib17CEM4890_H2NYMCCXY_SL254783_NODE_7083_length_5588_cov_6.85324	4	3	0	5588	sg_1537
haib17CEM4890_H2NYMCCXY_SL254783_NODE_7116_length_5567_cov_11.0423	6	5	0	5567	sg_1538
haib17CEM4890_H2NYMCCXY_SL254783_NODE_7223_length_5491_cov_5.03238	6	3	0	5491	sg_1539
haib17CEM4890_H2NYMCCXY_SL254783_NODE_7264_length_5465_cov_5.5732	5	4	0	5465	sg_1540
haib17CEM4890_H2NYMCCXY_SL254783_NODE_733_length_33334_cov_20.1713	17	11	1	33334	sg_1541
haib17CEM4890_H2NYMCCXY_SL254783_NODE_7343_length_5417_cov_5.07423	11	7	0	5417	sg_1542
haib17CEM4890_H2NYMCCXY_SL254783_NODE_736_length_33266_cov_106.206	22	14	1	33266	sg_1543
haib17CEM4890_H2NYMCCXY_SL254783_NODE_7485_length_5326_cov_5.63252	4	4	0	5326	sg_1544
haib17CEM4890_H2NYMCCXY_SL254783_NODE_7586_length_5267_cov_11.4731	8	5	1	5267	sg_1545
haib17CEM4890_H2NYMCCXY_SL254783_NODE_785_length_31661_cov_8.00494	17	6	3	31661	sg_1546
haib17CEM4890_H2NYMCCXY_SL254783_NODE_789_length_31590_cov_9.32291	34	15	7	31590	sg_1547
haib17CEM4890_H2NYMCCXY_SL254783_NODE_792_length_31461_cov_8.75731	38	20	8	31461	sg_1548
haib17CEM4890_H2NYMCCXY_SL254783_NODE_801_length_31203_cov_17.5396	36	13	5	31203	sg_1549
haib17CEM4890_H2NYMCCXY_SL254783_NODE_822_length_30616_cov_20.6424	29	26	2	30616	sg_1550
haib17CEM4890_H2NYMCCXY_SL254783_NODE_91_length_139259_cov_28.0082	67	39	7	139259	sg_1551
haib17CEM4890_H2NYMCCXY_SL254783_NODE_927_length_28013_cov_7.8496	25	13	3	28013	sg_1552
haib17CEM4890_H2NYMCCXY_SL254783_NODE_973_length_27230_cov_8.19989	21	10	8	27230	sg_1553
haib17CEM4890_H2NYMCCXY_SL254783_NODE_98_length_133385_cov_42.4133	78	41	14	133385	sg_1554
haib17CEM4890_H2NYMCCXY_SL254784_NODE_1015_length_30369_cov_6.56763	41	14	8	30369	sg_1555
haib17CEM4890_H2NYMCCXY_SL254784_NODE_1061_length_29651_cov_10.9773	14	8	0	29651	sg_1556
haib17CEM4890_H2NYMCCXY_SL254784_NODE_1154_length_27875_cov_34.4013	22	9	8	27875	sg_1557
haib17CEM4890_H2NYMCCXY_SL254784_NODE_1256_length_25996_cov_14.5479	26	16	1	25996	sg_1558
haib17CEM4890_H2NYMCCXY_SL254784_NODE_1347_length_24598_cov_28.3187	20	7	6	24598	sg_1559
haib17CEM4890_H2NYMCCXY_SL254784_NODE_1356_length_24464_cov_9.01422	29	23	1	24464	sg_1560
haib17CEM4890_H2NYMCCXY_SL254784_NODE_1357_length_24452_cov_12.0305	19	13	4	24452	sg_1561
haib17CEM4890_H2NYMCCXY_SL254784_NODE_1427_length_23753_cov_7.9427	14	6	4	23753	sg_1562
haib17CEM4890_H2NYMCCXY_SL254784_NODE_1489_length_23029_cov_7.15465	13	11	2	23029	sg_1563
haib17CEM4890_H2NYMCCXY_SL254784_NODE_1579_length_21903_cov_11.7111	14	10	1	21903	sg_1564
haib17CEM4890_H2NYMCCXY_SL254784_NODE_1602_length_21673_cov_7.30637	13	5	2	21673	sg_1565
haib17CEM4890_H2NYMCCXY_SL254784_NODE_1810_length_19647_cov_6.47836	12	10	0	19647	sg_1566
haib17CEM4890_H2NYMCCXY_SL254784_NODE_1884_length_19169_cov_14.4135	12	8	0	19169	sg_1567
haib17CEM4890_H2NYMCCXY_SL254784_NODE_1905_length_18995_cov_6.71938	11	7	1	18995	sg_1568
haib17CEM4890_H2NYMCCXY_SL254784_NODE_1935_length_18724_cov_13.1836	24	22	1	18724	sg_1569
haib17CEM4890_H2NYMCCXY_SL254784_NODE_2200_length_17012_cov_26.2503	17	6	1	17012	sg_1570
haib17CEM4890_H2NYMCCXY_SL254784_NODE_2328_length_16238_cov_11.2344	11	5	1	16238	sg_1571
haib17CEM4890_H2NYMCCXY_SL254784_NODE_2517_length_15260_cov_14.7198	19	11	3	15260	sg_1572
haib17CEM4890_H2NYMCCXY_SL254784_NODE_2696_length_14432_cov_8.50894	6	6	0	14432	sg_1573
haib17CEM4890_H2NYMCCXY_SL254784_NODE_2788_length_14010_cov_30.9056	13	7	4	14010	sg_1574
haib17CEM4890_H2NYMCCXY_SL254784_NODE_2827_length_13799_cov_70.2325	10	3	0	13799	sg_1575
haib17CEM4890_H2NYMCCXY_SL254784_NODE_3031_length_13003_cov_7.18574	9	6	3	13003	sg_1576
haib17CEM4890_H2NYMCCXY_SL254784_NODE_3192_length_12359_cov_12.0227	11	7	1	12359	sg_1577
haib17CEM4890_H2NYMCCXY_SL254784_NODE_3251_length_12172_cov_10.6078	10	8	0	12172	sg_1578
haib17CEM4890_H2NYMCCXY_SL254784_NODE_3294_length_12054_cov_27.0796	11	8	2	12054	sg_1579
haib17CEM4890_H2NYMCCXY_SL254784_NODE_3395_length_11771_cov_8.66226	16	11	2	11771	sg_1580
haib17CEM4890_H2NYMCCXY_SL254784_NODE_3398_length_11769_cov_9.87775	19	8	5	11769	sg_1581
haib17CEM4890_H2NYMCCXY_SL254784_NODE_3400_length_11758_cov_12.691	10	6	2	11758	sg_1582
haib17CEM4890_H2NYMCCXY_SL254784_NODE_3417_length_11718_cov_6.96373	12	6	1	11718	sg_1583
haib17CEM4890_H2NYMCCXY_SL254784_NODE_3468_length_11577_cov_47.7291	11	5	1	11577	sg_1584
haib17CEM4890_H2NYMCCXY_SL254784_NODE_3577_length_11261_cov_166.502	12	5	4	11261	sg_1585
haib17CEM4890_H2NYMCCXY_SL254784_NODE_3795_length_10708_cov_8.9449	8	5	0	10708	sg_1586
haib17CEM4890_H2NYMCCXY_SL254784_NODE_3849_length_10548_cov_11.8166	11	6	3	10548	sg_1587
haib17CEM4890_H2NYMCCXY_SL254784_NODE_3907_length_10408_cov_15.246	7	5	1	10408	sg_1588
haib17CEM4890_H2NYMCCXY_SL254784_NODE_3962_length_10262_cov_25.523	12	6	1	10262	sg_1589
haib17CEM4890_H2NYMCCXY_SL254784_NODE_3973_length_10229_cov_6.62945	4	3	0	10229	sg_1590
haib17CEM4890_H2NYMCCXY_SL254784_NODE_4197_length_9803_cov_6.32643	9	6	1	9803	sg_1591
haib17CEM4890_H2NYMCCXY_SL254784_NODE_4289_length_9655_cov_30.4126	7	5	0	9655	sg_1592
haib17CEM4890_H2NYMCCXY_SL254784_NODE_4414_length_9430_cov_7.37269	6	4	0	9430	sg_1593
haib17CEM4890_H2NYMCCXY_SL254784_NODE_4689_length_8893_cov_12.1583	6	5	1	8893	sg_1594
haib17CEM4890_H2NYMCCXY_SL254784_NODE_4702_length_8870_cov_6.69257	5	5	0	8870	sg_1595
haib17CEM4890_H2NYMCCXY_SL254784_NODE_4764_length_8751_cov_8.03875	6	3	0	8751	sg_1596
haib17CEM4890_H2NYMCCXY_SL254784_NODE_4926_length_8504_cov_4.96035	7	6	0	8504	sg_1597
haib17CEM4890_H2NYMCCXY_SL254784_NODE_5165_length_8175_cov_138.657	8	7	0	8175	sg_1598
haib17CEM4890_H2NYMCCXY_SL254784_NODE_5354_length_7884_cov_12.6238	11	5	0	7884	sg_1599
haib17CEM4890_H2NYMCCXY_SL254784_NODE_5378_length_7856_cov_6.15434	4	4	0	7856	sg_1600
haib17CEM4890_H2NYMCCXY_SL254784_NODE_555_length_46228_cov_8.9948	24	10	7	46228	sg_1601
haib17CEM4890_H2NYMCCXY_SL254784_NODE_558_length_45910_cov_8.43188	29	15	6	45910	sg_1602
haib17CEM4890_H2NYMCCXY_SL254784_NODE_5693_length_7451_cov_5.19889	5	4	0	7451	sg_1603
haib17CEM4890_H2NYMCCXY_SL254784_NODE_5695_length_7447_cov_5.32035	8	6	0	7447	sg_1604
haib17CEM4890_H2NYMCCXY_SL254784_NODE_5808_length_7333_cov_6.33622	7	5	0	7333	sg_1605
haib17CEM4890_H2NYMCCXY_SL254784_NODE_5979_length_7143_cov_6.57929	3	3	0	7143	sg_1606
haib17CEM4890_H2NYMCCXY_SL254784_NODE_6128_length_6989_cov_8.42602	4	3	0	6989	sg_1607
haib17CEM4890_H2NYMCCXY_SL254784_NODE_6274_length_6846_cov_6.63083	7	3	0	6846	sg_1608
haib17CEM4890_H2NYMCCXY_SL254784_NODE_6603_length_6523_cov_7.4799	4	4	0	6523	sg_1609
haib17CEM4890_H2NYMCCXY_SL254784_NODE_6745_length_6413_cov_29.2367	9	7	1	6413	sg_1610
haib17CEM4890_H2NYMCCXY_SL254784_NODE_6856_length_6313_cov_9.83365	6	3	0	6313	sg_1611
haib17CEM4890_H2NYMCCXY_SL254784_NODE_694_length_39423_cov_8.23362	26	17	3	39423	sg_1612
haib17CEM4890_H2NYMCCXY_SL254784_NODE_709_length_38785_cov_68.2434	24	9	3	38785	sg_1613
haib17CEM4890_H2NYMCCXY_SL254784_NODE_7276_length_5981_cov_5.06412	5	5	0	5981	sg_1614
haib17CEM4890_H2NYMCCXY_SL254784_NODE_7341_length_5935_cov_4.29269	8	8	0	5935	sg_1615
haib17CEM4890_H2NYMCCXY_SL254784_NODE_7364_length_5917_cov_5.33623	5	5	0	5917	sg_1616
haib17CEM4890_H2NYMCCXY_SL254784_NODE_7380_length_5904_cov_3.97418	6	5	1	5904	sg_1617
haib17CEM4890_H2NYMCCXY_SL254784_NODE_7500_length_5829_cov_9.18116	5	3	0	5829	sg_1618
haib17CEM4890_H2NYMCCXY_SL254784_NODE_7528_length_5809_cov_6.28067	4	4	0	5809	sg_1619
haib17CEM4890_H2NYMCCXY_SL254784_NODE_756_length_37228_cov_9.81519	21	10	4	37228	sg_1620
haib17CEM4890_H2NYMCCXY_SL254784_NODE_7603_length_5759_cov_4.87465	7	4	0	5759	sg_1621
haib17CEM4890_H2NYMCCXY_SL254784_NODE_7983_length_5515_cov_5.54322	4	3	0	5515	sg_1622
haib17CEM4890_H2NYMCCXY_SL254784_NODE_801_length_35467_cov_7.40066	29	16	8	35467	sg_1623
haib17CEM4890_H2NYMCCXY_SL254784_NODE_8034_length_5473_cov_18.5179	3	3	0	5473	sg_1624
haib17CEM4890_H2NYMCCXY_SL254784_NODE_8106_length_5431_cov_5.17504	8	4	0	5431	sg_1625
haib17CEM4890_H2NYMCCXY_SL254784_NODE_8163_length_5390_cov_5.7059	6	4	0	5390	sg_1626
haib17CEM4890_H2NYMCCXY_SL254784_NODE_8217_length_5350_cov_26.3109	4	4	0	5350	sg_1627
haib17CEM4890_H2NYMCCXY_SL254784_NODE_8227_length_5344_cov_4.00113	4	3	0	5344	sg_1628
haib17CEM4890_H2NYMCCXY_SL254784_NODE_903_length_32673_cov_14.6904	32	20	2	32673	sg_1629
haib17CEM4890_H2NYMCCXY_SL254784_NODE_990_length_30933_cov_11.8924	20	14	3	30933	sg_1630
haib17CEM4890_H2NYMCCXY_SL254785_NODE_392_length_5378_cov_5.91753	6	3	0	5378	sg_1631
haib17CEM4890_H2NYMCCXY_SL254786_NODE_193_length_6637_cov_6.05287	4	3	0	6637	sg_1632
haib17CEM4890_H2NYMCCXY_SL254787_NODE_14_length_30343_cov_9.26473	35	11	5	30343	sg_1633
haib17CEM4890_H2NYMCCXY_SL254787_NODE_2_length_52412_cov_11.9592	82	24	6	52412	sg_1634
haib17CEM4890_H2NYMCCXY_SL254787_NODE_34_length_22418_cov_9.65658	35	7	4	22418	sg_1635
haib17CEM4890_H2NYMCCXY_SL254787_NODE_406_length_5104_cov_9.20994	7	5	0	5104	sg_1636
haib17CEM4890_H2NYMCCXY_SL254788_NODE_1012_length_7568_cov_7.54652	14	6	1	7568	sg_1637
haib17CEM4890_H2NYMCCXY_SL254788_NODE_1243_length_6816_cov_6.62003	11	8	1	6816	sg_1638
haib17CEM4890_H2NYMCCXY_SL254788_NODE_1251_length_6797_cov_5.7213	9	8	0	6797	sg_1639
haib17CEM4890_H2NYMCCXY_SL254788_NODE_1272_length_6739_cov_10.2005	12	5	2	6739	sg_1640
haib17CEM4890_H2NYMCCXY_SL254788_NODE_1443_length_6342_cov_4.6313	7	5	0	6342	sg_1641
haib17CEM4890_H2NYMCCXY_SL254788_NODE_1481_length_6272_cov_8.2091	11	3	0	6272	sg_1642
haib17CEM4890_H2NYMCCXY_SL254788_NODE_1654_length_5978_cov_6.01908	4	3	0	5978	sg_1643
haib17CEM4890_H2NYMCCXY_SL254788_NODE_1756_length_5787_cov_6.96511	8	3	0	5787	sg_1644
haib17CEM4890_H2NYMCCXY_SL254788_NODE_2177_length_5189_cov_5.55259	3	3	0	5189	sg_1645
haib17CEM4890_H2NYMCCXY_SL254788_NODE_218_length_16338_cov_7.16815	12	7	0	16338	sg_1646
haib17CEM4890_H2NYMCCXY_SL254788_NODE_418_length_11632_cov_12.7982	19	9	6	11632	sg_1647
haib17CEM4890_H2NYMCCXY_SL254788_NODE_54_length_67224_cov_25.2566	89	35	23	67224	sg_1648
haib17CEM4890_H2NYMCCXY_SL254788_NODE_65_length_53499_cov_15.0606	84	17	5	53499	sg_1649
haib17CEM4890_H2NYMCCXY_SL254788_NODE_671_length_9256_cov_5.41061	15	6	5	9256	sg_1650
haib17CEM4890_H2NYMCCXY_SL254788_NODE_68_length_51100_cov_27.2347	81	27	7	51100	sg_1651
haib17CEM4890_H2NYMCCXY_SL254788_NODE_75_length_47869_cov_32.6426	72	38	9	47869	sg_1652
haib17CEM4890_H2NYMCCXY_SL254788_NODE_766_length_8587_cov_5.21167	7	5	1	8587	sg_1653
haib17CEM4890_H2NYMCCXY_SL254788_NODE_783_length_8489_cov_6.3608	8	5	2	8489	sg_1654
haib17CEM4890_H2NYMCCXY_SL254788_NODE_841_length_8229_cov_6.55652	19	6	0	8229	sg_1655
haib17CEM4890_H2NYMCCXY_SL254788_NODE_889_length_8016_cov_5.59716	15	3	0	8016	sg_1656
haib17CEM4890_H2NYMCCXY_SL254788_NODE_984_length_7679_cov_6.1473	10	3	0	7679	sg_1657
haib17CEM4890_H2NYMCCXY_SL254789_NODE_65_length_5939_cov_5.85809	13	6	2	5939	sg_1658
haib17CEM4890_H2NYMCCXY_SL254789_NODE_9_length_119785_cov_25.295	69	17	3	119785	sg_1659
haib17CEM4890_H2NYMCCXY_SL254790_NODE_1013_length_10512_cov_24.664	12	10	1	10512	sg_1660
haib17CEM4890_H2NYMCCXY_SL254790_NODE_110_length_44118_cov_13.5356	56	9	7	44118	sg_1661
haib17CEM4890_H2NYMCCXY_SL254790_NODE_1199_length_9513_cov_8.83168	14	6	0	9513	sg_1662
haib17CEM4890_H2NYMCCXY_SL254790_NODE_1211_length_9461_cov_8.90846	7	4	0	9461	sg_1663
haib17CEM4890_H2NYMCCXY_SL254790_NODE_123_length_40291_cov_646.469	65	14	7	40291	sg_1664
haib17CEM4890_H2NYMCCXY_SL254790_NODE_1230_length_9376_cov_53.5915	8	7	0	9376	sg_1665
haib17CEM4890_H2NYMCCXY_SL254790_NODE_125_length_40021_cov_15.5931	39	23	6	40021	sg_1666
haib17CEM4890_H2NYMCCXY_SL254790_NODE_1295_length_9122_cov_10.4726	10	6	1	9122	sg_1667
haib17CEM4890_H2NYMCCXY_SL254790_NODE_130_length_39279_cov_10.298	38	27	3	39279	sg_1668
haib17CEM4890_H2NYMCCXY_SL254790_NODE_132_length_39120_cov_9.11742	37	23	3	39120	sg_1669
haib17CEM4890_H2NYMCCXY_SL254790_NODE_135_length_38260_cov_30.1642	42	27	4	38260	sg_1670
haib17CEM4890_H2NYMCCXY_SL254790_NODE_1353_length_8819_cov_11.8672	9	7	0	8819	sg_1671
haib17CEM4890_H2NYMCCXY_SL254790_NODE_145_length_37184_cov_17.8379	43	19	8	37184	sg_1672
haib17CEM4890_H2NYMCCXY_SL254790_NODE_162_length_34323_cov_11.4734	17	13	2	34323	sg_1673
haib17CEM4890_H2NYMCCXY_SL254790_NODE_1663_length_7745_cov_86.3091	3	3	0	7745	sg_1674
haib17CEM4890_H2NYMCCXY_SL254790_NODE_1862_length_7228_cov_8.76133	5	3	0	7228	sg_1675
haib17CEM4890_H2NYMCCXY_SL254790_NODE_2006_length_6895_cov_7.33012	8	4	0	6895	sg_1676
haib17CEM4890_H2NYMCCXY_SL254790_NODE_2058_length_6798_cov_5.08038	7	7	0	6798	sg_1677
haib17CEM4890_H2NYMCCXY_SL254790_NODE_2075_length_6772_cov_9.8142	10	3	0	6772	sg_1678
haib17CEM4890_H2NYMCCXY_SL254790_NODE_210_length_28091_cov_54.222	34	13	3	28091	sg_1679
haib17CEM4890_H2NYMCCXY_SL254790_NODE_214_length_27780_cov_18.561	33	24	3	27780	sg_1680
haib17CEM4890_H2NYMCCXY_SL254790_NODE_2211_length_6531_cov_41.3081	11	6	0	6531	sg_1681
haib17CEM4890_H2NYMCCXY_SL254790_NODE_238_length_26235_cov_98.6267	15	12	0	26235	sg_1682
haib17CEM4890_H2NYMCCXY_SL254790_NODE_260_length_24661_cov_30.3806	28	10	1	24661	sg_1683
haib17CEM4890_H2NYMCCXY_SL254790_NODE_2622_length_5901_cov_5.53353	6	5	0	5901	sg_1684
haib17CEM4890_H2NYMCCXY_SL254790_NODE_2755_length_5734_cov_20.3946	12	6	2	5734	sg_1685
haib17CEM4890_H2NYMCCXY_SL254790_NODE_2914_length_5540_cov_5.65305	3	3	0	5540	sg_1686
haib17CEM4890_H2NYMCCXY_SL254790_NODE_30_length_90180_cov_12.8768	124	36	8	90180	sg_1687
haib17CEM4890_H2NYMCCXY_SL254790_NODE_328_length_21343_cov_10.5654	21	7	3	21343	sg_1688
haib17CEM4890_H2NYMCCXY_SL254790_NODE_364_length_19815_cov_9.60617	21	12	0	19815	sg_1689
haib17CEM4890_H2NYMCCXY_SL254790_NODE_393_length_19008_cov_12.6307	23	17	2	19008	sg_1690
haib17CEM4890_H2NYMCCXY_SL254790_NODE_419_length_17911_cov_34.8819	19	8	1	17911	sg_1691
haib17CEM4890_H2NYMCCXY_SL254790_NODE_462_length_16925_cov_8.47759	6	4	0	16925	sg_1692
