Viral_contig	length	Viral_Cluster	habitat	Lat	Lon
haib17CEM5106_HCVMTCCXY_SL269616_NODE_218_length_30602_cov_10.3824	30602	87	NA	NA	NA
REF:Gammaproteobacteria_gi_555271173	29816	87	Gammaproteobacteria_gi_555271173	prophage	prophage
REF:Gammaproteobacteria_gi_555251689-97635-124708	27050	87	Gammaproteobacteria_gi_555251689-97635-124708	prophage	prophage
REF:Gammaproteobacteria_gi_555252422	25215	87	Gammaproteobacteria_gi_555252422	prophage	prophage
haib17CEM5080_H7VL7CCXY_SL267266_NODE_276_length_24707_cov_14.5379	24707	87	UK	57.076761	-3.724869
haib17CEM5106_HCY5HCCXY_SL271138_NODE_266_length_24707_cov_7.94057	24707	87	UK	51.44500591	-0.206514155
REF:Gammaproteobacteria_gi_555269549	23590	87	Gammaproteobacteria_gi_555269549	prophage	prophage
haib17CEM5106_HCVMTCCXY_SL269617_NODE_355_length_21148_cov_11.7127	21148	87	NA	NA	NA
REF:Gammaproteobacteria_gi_554959014	18666	87	Gammaproteobacteria_gi_554959014	prophage	prophage
REF:Gammaproteobacteria_gi_188475445	17389	87	Gammaproteobacteria_gi_188475445	prophage	prophage
REF:Gammaproteobacteria_gi_554955485	14974	87	Gammaproteobacteria_gi_554955485	prophage	prophage
haib18CEM5526_HMGW3CCXY_SL342621_NODE_55_length_10754_cov_8.5937	10754	87	#N/A	#N/A	#N/A
haib18CEM5453_HMGW3CCXY_SL342290_NODE_321_length_8620_cov_13.968	8620	87	Austria	48.208021	16.371442
haib18CEM5526_HMGW3CCXY_SL342622_NODE_511_length_7556_cov_33.1845	7556	87	#N/A	#N/A	#N/A
haib17CEM5080_H7VL7CCXY_SL267268_NODE_725_length_6567_cov_4.42138	6567	87	NA	NA	NA
haib18CEM5526_HMGW3CCXY_SL342622_NODE_675_length_5907_cov_37.7177	5907	87	#N/A	#N/A	#N/A
haib17CEM4890_HKC32ALXX_SL254760_NODE_976_length_5577_cov_4.51974	5577	87	Japan	35.6053238	139.6824074
haib18CEM5526_HMGW3CCXY_SL342622_NODE_761_length_5333_cov_33.5623	5333	87	#N/A	#N/A	#N/A
haib18CEM5453_HMC2KCCXY_SL336681_NODE_7_length_87914_cov_20.1269	87914	88	Hong_Kong	22.275654	114.168696
haib18CEM5453_HMC2KCCXY_SL336650_NODE_7_length_84500_cov_11.4431	84500	88	Hong_Kong	22.275416	114.168868
haib18CEM5453_HMC2KCCXY_SL336614_NODE_16_length_83778_cov_13.2766	83778	88	Hong_Kong	22.275575	114.168997
haib18CEM5453_HMC2KCCXY_SL336644_NODE_7_length_83730_cov_41.4464	83730	88	Hong_Kong	22.275535	114.169039
haib18CEM5453_HMC2KCCXY_SL336627_NODE_24_length_83592_cov_57.8292	83592	88	Hong_Kong	22.275575	114.169211
haib18CEM5453_HMC2KCCXY_SL336651_NODE_46_length_22081_cov_9.29324	22081	88	Hong_Kong	22.275707	114.168997
haib18CEM5453_HMC2KCCXY_SL336651_NODE_66_length_19775_cov_8.89965	19775	88	Hong_Kong	22.275707	114.168997
haib18CEM5453_HMCMJCCXY_SL336238_NODE_19_length_17808_cov_6.43857	17808	88	Hong_Kong	22.275495	114.168782
haib17CEM5241_HMGMHCCXY_SL343345_NODE_2_length_15367_cov_14.8928	15367	88	Singapore	1.431885	103.774969
haib18CEM5453_HMCMJCCXY_SL336237_NODE_91_length_14081_cov_6.66676	14081	88	Hong_Kong	22.275707	114.168782
haib18CEM5453_HMC2KCCXY_SL336633_NODE_17_length_13171_cov_5.54277	13171	88	Hong_Kong	22.275694	114.168911
haib18CEM5453_HMC2KCCXY_SL336651_NODE_158_length_12941_cov_8.8652	12941	88	Hong_Kong	22.275707	114.168997
haib18CEM5453_HMGW3CCXY_SL342298_NODE_13_length_12083_cov_20.2134	12083	88	Bulgaria	42.710825	23.320548
haib18CEM5453_HMC2KCCXY_SL336651_NODE_197_length_11577_cov_8.57646	11577	88	Hong_Kong	22.275707	114.168997
haib18CEM5453_HMC2KCCXY_SL336674_NODE_3_length_9338_cov_6.16686	9338	88	Hong_Kong	22.278381	114.165692
haib18CEM5453_HMGW3CCXY_SL342298_NODE_52_length_8516_cov_24.6239	8516	88	Bulgaria	42.710825	23.320548
haib18CEM5453_HMC2KCCXY_SL336651_NODE_334_length_8401_cov_8.581	8401	88	Hong_Kong	22.275707	114.168997
haib18CEM5453_HMCMJCCXY_SL336234_NODE_219_length_8299_cov_4.54743	8299	88	Hong_Kong	22.411921	113.978359
haib18CEM5453_HMCMJCCXY_SL336237_NODE_288_length_8270_cov_5.85356	8270	88	Hong_Kong	22.275707	114.168782
haib18CEM5453_HMC2KCCXY_SL336633_NODE_162_length_8054_cov_5.73697	8054	88	Hong_Kong	22.275694	114.168911
haib18CEM5453_HMCMJCCXY_SL336237_NODE_320_length_7850_cov_6.05401	7850	88	Hong_Kong	22.275707	114.168782
haib18CEM5453_HMC2KCCXY_SL336675_NODE_14_length_7555_cov_5.86267	7555	88	Hong_Kong	22.275429	114.168825
haib18CEM5453_HMGW3CCXY_SL342298_NODE_70_length_7357_cov_6.84689	7357	88	Bulgaria	42.710825	23.320548
haib17CEM5241_HMGMHCCXY_SL343345_NODE_60_length_7300_cov_11.8062	7300	88	Singapore	1.431885	103.774969
haib18CEM5453_HMC2KCCXY_SL336660_NODE_200_length_6442_cov_5.50979	6442	88	Hong_Kong	22.275535	114.168997
haib18CEM5453_HMCMJCCXY_SL336237_NODE_514_length_6028_cov_6.03583	6028	88	Hong_Kong	22.275707	114.168782
REF:Gammaproteobacteria_gi_510917909	95678	89	Gammaproteobacteria_gi_510917909	prophage	prophage
REF:Gammaproteobacteria_gi_490051813	93780	89	Gammaproteobacteria_gi_490051813	prophage	prophage
REF:Gammaproteobacteria_gi_433129985	91709	89	Gammaproteobacteria_gi_433129985	prophage	prophage
REF:Gammaproteobacteria_gi_419198140	45541	89	Gammaproteobacteria_gi_419198140	prophage	prophage
3300014523_____Ga0169890_100122	40868	89	Host-human	55.678	12.531
REF:Gammaproteobacteria_gi_459800889	40122	89	Gammaproteobacteria_gi_459800889	prophage	prophage
3300023038_____Ga0233370_1000008	37590	89	Host-mammals	38.04	-122.5
REF:Gammaproteobacteria_gi_556507592	37373	89	Gammaproteobacteria_gi_556507592	prophage	prophage
REF:Gammaproteobacteria_gi_419183108	34095	89	Gammaproteobacteria_gi_419183108	prophage	prophage
REF:Gammaproteobacteria_gi_419172543	33543	89	Gammaproteobacteria_gi_419172543	prophage	prophage
REF:Gammaproteobacteria_gi_420388982	33341	89	Gammaproteobacteria_gi_420388982	prophage	prophage
REF:Gammaproteobacteria_gi_419188868	32743	89	Gammaproteobacteria_gi_419188868	prophage	prophage
REF:Gammaproteobacteria_gi_553960754	32584	89	Gammaproteobacteria_gi_553960754	prophage	prophage
REF:Gammaproteobacteria_gi_417584354	30878	89	Gammaproteobacteria_gi_417584354	prophage	prophage
3300010279_____Ga0129313_1000555	30281	89	Host-animal	43.07	-89.4
REF:Gammaproteobacteria_gi_442593497	29069	89	Gammaproteobacteria_gi_442593497	prophage	prophage
REF:Gammaproteobacteria_gi_419145630	26519	89	Gammaproteobacteria_gi_419145630	prophage	prophage
REF:Gammaproteobacteria_gi_553958279	23585	89	Gammaproteobacteria_gi_553958279	prophage	prophage
REF:Gammaproteobacteria_gi_417217679	22567	89	Gammaproteobacteria_gi_417217679	prophage	prophage
REF:Gammaproteobacteria_gi_487416352	22428	89	Gammaproteobacteria_gi_487416352	prophage	prophage
REF:Gammaproteobacteria_gi_485825320	21889	89	Gammaproteobacteria_gi_485825320	prophage	prophage
REF:Gammaproteobacteria_gi_419193770	20341	89	Gammaproteobacteria_gi_419193770	prophage	prophage
REF:Gammaproteobacteria_gi_417194600	16637	89	Gammaproteobacteria_gi_417194600	prophage	prophage
REF:Gammaproteobacteria_gi_419005648	10863	89	Gammaproteobacteria_gi_419005648	prophage	prophage
haib17CEM4890_H2NYMCCXY_SL254770_NODE_3057_length_9115_cov_15.054	9115	89	Nigeria	8.15485	4.726465
haib17CEM5241_HMGMHCCXY_SL343483_NODE_2_length_51632_cov_19.4065	51632	90	Ukraine	n/a	n/a
haib17CEM4890_H7KYMCCXY_SL273105_NODE_4_length_38578_cov_61.9126	38578	90	USA	NA	NA
haib18CEM5453_HT5YVCCXY_SL357406_NODE_1_length_33326_cov_22.6564	33326	90	Singapore	1.29933041	103.7981282
haib17CEM5241_HMGMHCCXY_SL343449_NODE_80_length_21020_cov_47.1164	21020	90	Ukraine	n/a	n/a
haib17CEM5241_HMGMHCCXY_SL343441_NODE_1_length_20659_cov_34.3959	20659	90	Ukraine	n/a	n/a
haib17CEM4890_H7KYMCCXY_SL273105_NODE_31_length_19815_cov_57.6778	19815	90	USA	NA	NA
haib18CEM5453_HT5YVCCXY_SL357406_NODE_3_length_19330_cov_18.9089	19330	90	Singapore	1.29933041	103.7981282
haib18CEM5526_HMGMHCCXY_SL343416_NODE_4_length_17029_cov_10.4314	17029	90	Switzerland	8.544871	47.367245
haib17CEM5241_HMGMHCCXY_SL343449_NODE_398_length_10995_cov_44.4094	10995	90	Ukraine	n/a	n/a
haib17CEM5241_HMGMHCCXY_SL343447_NODE_1_length_10736_cov_12.8144	10736	90	Ukraine	n/a	n/a
haib17CEM5241_HMGMHCCXY_SL343447_NODE_2_length_9038_cov_13.8054	9038	90	Ukraine	n/a	n/a
haib18CEM5526_HMGMHCCXY_SL343415_NODE_31_length_9036_cov_14.5538	9036	90	Switzerland	8.56645	47.363998
haib18CEM5526_HMGMHCCXY_SL343419_NODE_55_length_8021_cov_6.2989	8021	90	Switzerland	8.56645	47.363998
haib18CEM5526_HMGMHCCXY_SL343419_NODE_81_length_7379_cov_6.58766	7379	90	Switzerland	8.56645	47.363998
haib17CEM5241_HMGMHCCXY_SL343440_NODE_14_length_6748_cov_15.9402	6748	90	Ukraine	n/a	n/a
haib17CEM5241_HMGMHCCXY_SL343449_NODE_1413_length_6100_cov_46.9034	6100	90	Ukraine	n/a	n/a
haib18CEM5526_HMGMHCCXY_SL343416_NODE_213_length_6070_cov_10.5824	6070	90	Switzerland	8.544871	47.367245
haib17CEM5241_HMGMHCCXY_SL343449_NODE_1497_length_5924_cov_47.9961	5924	90	Ukraine	n/a	n/a
haib18CEM5526_HMGMHCCXY_SL343419_NODE_159_length_5835_cov_6.63374	5835	90	Switzerland	8.56645	47.363998
haib18CEM5526_HMGMHCCXY_SL343419_NODE_170_length_5720_cov_5.64748	5720	90	Switzerland	8.56645	47.363998
haib17CEM5241_HMGMHCCXY_SL343449_NODE_1646_length_5654_cov_43.6053	5654	90	Ukraine	n/a	n/a
haib18CEM5526_HMGMHCCXY_SL343420_NODE_109_length_5218_cov_4.93047	5218	90	Switzerland	NA	NA
haib18CEM5526_HMGMHCCXY_SL343415_NODE_208_length_5206_cov_14.6123	5206	90	Switzerland	8.56645	47.363998
haib18CEM5526_HMGMHCCXY_SL343416_NODE_389_length_5162_cov_10.7398	5162	90	Switzerland	8.544871	47.367245
haib17CEM5241_HMGMHCCXY_SL343441_NODE_181_length_5124_cov_33.9633	5124	90	Ukraine	n/a	n/a
haib18CEM5453_HMC2KCCXY_SL336644_NODE_22_length_60248_cov_19.7203	60248	91	Hong_Kong	22.275535	114.169039
haib18CEM5453_HMC2KCCXY_SL336650_NODE_16_length_59943_cov_25.815	59943	91	Hong_Kong	22.275416	114.168868
haib18CEM5453_HMC2KCCXY_SL336614_NODE_29_length_59875_cov_30.0923	59875	91	Hong_Kong	22.275575	114.168997
haib18CEM5453_HMC2KCCXY_SL336826_NODE_45_length_52056_cov_18.0461	52056	91	Hong_Kong	22.275734	114.168768
haib18CEM5453_HMC2KCCXY_SL336627_NODE_74_length_45137_cov_13.3971	45137	91	Hong_Kong	22.275575	114.169211
haib18CEM5453_HMC2KCCXY_SL336588_NODE_57_length_30811_cov_10.2049	30811	91	Hong_Kong	22.275681	114.169097
haib18CEM5453_HMC2KCCXY_SL336649_NODE_37_length_26541_cov_10.8307	26541	91	Hong_Kong	22.275694	114.168954
haib18CEM5453_HMC2KCCXY_SL336643_NODE_44_length_24827_cov_9.12809	24827	91	Hong_Kong	22.275668	114.168954
haib18CEM5453_HMC2KCCXY_SL336633_NODE_7_length_14994_cov_6.1223	14994	91	Hong_Kong	22.275694	114.168911
haib18CEM5453_HMC2KCCXY_SL336619_NODE_29_length_13218_cov_7.73805	13218	91	Hong_Kong	22.278712	114.166422
haib18CEM5453_HMCMJCCXY_SL336234_NODE_51_length_12662_cov_15.1518	12662	91	Hong_Kong	22.411921	113.978359
haib18CEM5453_HMC2KCCXY_SL336588_NODE_258_length_11685_cov_6.63568	11685	91	Hong_Kong	22.275681	114.169097
haib18CEM5453_HMC2KCCXY_SL336641_NODE_191_length_10183_cov_8.61256	10183	91	Hong_Kong	22.275654	114.168997
haib18CEM5453_HMC2KCCXY_SL336633_NODE_73_length_10056_cov_10.2505	10056	91	Hong_Kong	22.275694	114.168911
haib18CEM5453_HMCMJCCXY_SL336242_NODE_130_length_8632_cov_5.4673	8632	91	Hong_Kong	22.275734	114.168868
haib18CEM5453_HMCMJCCXY_SL336234_NODE_250_length_7850_cov_20.3352	7850	91	Hong_Kong	22.411921	113.978359
haib18CEM5453_HMC2KCCXY_SL336622_NODE_700_length_7790_cov_7.34661	7790	91	Hong_Kong	22.275535	114.168782
haib18CEM5453_HMC2KCCXY_SL336655_NODE_229_length_7785_cov_8.33933	7785	91	Hong_Kong	22.275615	114.168825
haib18CEM5453_HMC2KCCXY_SL336620_NODE_226_length_7619_cov_4.59902	7619	91	Hong_Kong	22.275654	114.168997
haib18CEM5453_HMC2KCCXY_SL336655_NODE_234_length_7525_cov_7.64873	7525	91	Hong_Kong	22.275615	114.168825
haib18CEM5453_HMCMJCCXY_SL336234_NODE_500_length_6234_cov_25.8242	6234	91	Hong_Kong	22.411921	113.978359
haib18CEM5453_HMC2KCCXY_SL336675_NODE_45_length_6081_cov_4.51908	6081	91	Hong_Kong	22.275429	114.168825
haib18CEM5453_HMC2KCCXY_SL336649_NODE_341_length_6066_cov_7.64515	6066	91	Hong_Kong	22.275694	114.168954
haib18CEM5453_HMC2KCCXY_SL336643_NODE_681_length_6005_cov_11.1918	6005	91	Hong_Kong	22.275668	114.168954
haib18CEM5453_HMCMJCCXY_SL336237_NODE_521_length_5982_cov_7.60773	5982	91	Hong_Kong	22.275707	114.168782
3300011170_____Ga0136570_100745	6589	92	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012028_____Ga0136584_1001341	6222	92	Non-marine Saline and Alkaline	-68.5558	78.1913
3300011179_____Ga0136579_101221	6212	92	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012127_____Ga0136608_1001368	6133	92	Non-marine Saline and Alkaline	-68.5627	78.1882
3300012178_____Ga0136557_1005297	5971	92	Non-marine Saline and Alkaline	-68.5558	78.1913
2084038011_____ADL24m1u_contig00399	5927	92	Non-marine Saline and Alkaline	-68.54	78.18
3300012109_____Ga0136583_1001206	5866	92	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012108_____Ga0136562_102089	5760	92	Non-marine Saline and Alkaline	-68.5417	78.2467
3300012107_____Ga0136568_1001294	5731	92	Non-marine Saline and Alkaline	-68.5558	78.1913
3300011181_____Ga0136607_1001679	5680	92	Non-marine Saline and Alkaline	-68.5602	78.1968
3300011177_____Ga0136574_102238	5663	92	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012103_____Ga0136578_101393	5629	92	Non-marine Saline and Alkaline	-68.5558	78.1913
2140918027_____contig00981	5591	92	Non-marine Saline and Alkaline	-68.54	78.18
3300012145_____Ga0136566_1002443	5564	92	Non-marine Saline and Alkaline	-68.5558	78.1913
2100351014_____ADL13m1u_contig00423__length_5562___numreads_169	5562	92	Non-marine Saline and Alkaline	-68.54	78.18
3300011171_____Ga0136580_101820	5533	92	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012110_____Ga0136593_1001521	5516	92	Non-marine Saline and Alkaline	-68.5558	78.1913
3300005273_____Ga0065697_1002068	5511	92	Non-marine Saline and Alkaline	-68.54	78.18
2140918017_____Contig_102	5507	92	Non-marine Saline and Alkaline	-68.54	78.18
3300011169_____Ga0136569_101117	5492	92	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012115_____Ga0136592_1001592	5394	92	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012271_____Ga0136555_1002760	5321	92	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012116_____Ga0136581_1001564	5273	92	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012118_____Ga0136594_1001715	5251	92	Non-marine Saline and Alkaline	-68.5558	78.1913
3300012121_____Ga0136565_1002105	5237	92	Non-marine Saline and Alkaline	-68.5558	78.1913
REF:Gammaproteobacteria_gi_291280824-1586587-1624749	38162	93	Gammaproteobacteria_gi_291280824-1586587-1624749	prophage	prophage
REF:Gammaproteobacteria_gi_387504934-1580173-1616922	36749	93	Gammaproteobacteria_gi_387504934-1580173-1616922	prophage	prophage
REF:Gammaproteobacteria_gi_163769697	35406	93	Gammaproteobacteria_gi_163769697	prophage	prophage
REF:Gammaproteobacteria_gi_163780332	34509	93	Gammaproteobacteria_gi_163780332	prophage	prophage
REF:Gammaproteobacteria_gi_163779567-48191-79988	31797	93	Gammaproteobacteria_gi_163779567-48191-79988	prophage	prophage
REF:Gammaproteobacteria_gi_545136582-72-26494	26422	93	Gammaproteobacteria_gi_545136582-72-26494	prophage	prophage
REF:Gammaproteobacteria_gi_208810832-383030-409014	25984	93	Gammaproteobacteria_gi_208810832-383030-409014	prophage	prophage
REF:Gammaproteobacteria_gi_419125634	23972	93	Gammaproteobacteria_gi_419125634	prophage	prophage
REF:Gammaproteobacteria_gi_415821325-88988-112707	23695	93	Gammaproteobacteria_gi_415821325-88988-112707	prophage	prophage
REF:Gammaproteobacteria_gi_163770045	23501	93	Gammaproteobacteria_gi_163770045	prophage	prophage
REF:Gammaproteobacteria_gi_208814765-1763850-1787053	23180	93	Gammaproteobacteria_gi_208814765-1763850-1787053	prophage	prophage
REF:Gammaproteobacteria_gi_416308144	18867	93	Gammaproteobacteria_gi_416308144	prophage	prophage
REF:Gammaproteobacteria_gi_545138727	15134	93	Gammaproteobacteria_gi_545138727	prophage	prophage
REF:Gammaproteobacteria_gi_419135931-67573-81037	13439	93	Gammaproteobacteria_gi_419135931-67573-81037	prophage	prophage
haib17DB4959_H3MGVCCXY_SL259928_NODE_298_length_13225_cov_9.3514	13225	93	USA	NA	NA
REF:Gammaproteobacteria_gi_419086183	11827	93	Gammaproteobacteria_gi_419086183	prophage	prophage
REF:Gammaproteobacteria_gi_416825892	11562	93	Gammaproteobacteria_gi_416825892	prophage	prophage
REF:Gammaproteobacteria_gi_452701748	11214	93	Gammaproteobacteria_gi_452701748	prophage	prophage
REF:Gammaproteobacteria_gi_545138344	11024	93	Gammaproteobacteria_gi_545138344	prophage	prophage
REF:Gammaproteobacteria_gi_417200341	10523	93	Gammaproteobacteria_gi_417200341	prophage	prophage
haib18CEM5332_HMCMJCCXY_SL335740_NODE_548_length_7133_cov_9.39065	7133	93	NA	NA	NA
haib17CEM5106_HCY5JCCXY_SL269616_NODE_607_length_6844_cov_45.7268	6844	93	#N/A	#N/A	#N/A
haib17CEM5080_H7VL7CCXY_SL267267_NODE_1332_length_5781_cov_744.208	5781	93	NA	NA	NA
haib17CEM5106_HCCGHCCXY_SL270260_NODE_942_length_5135_cov_10.164	5135	93	UK	NA	NA
REF:641201335_____641201082	44041	94	Staphylococcus phage PH15	REF	REF
REF:Bacilli_gi_420172277	44027	94	Bacilli_gi_420172277	prophage	prophage
3300013458_____Ga0118201_100001	43992	94	Host-human	0	0
REF:2595698495_____2595727477	43581	94	Staphylococcus phage vB_SepiS-phiIPLA5	REF	REF
REF:641201334_____641201081	43420	94	Staphylococcus virus CNPH82	REF	REF
REF:2706795587_____2706857773	43293	94	Staphylococcus phage CNPx	REF	REF
3300014617_____Ga0134790_100025	43279	94	Host-human	46.0667	11.1167
REF:Bacilli_gi_419768752	42802	94	Bacilli_gi_419768752	prophage	prophage
3300013581_____Ga0118655_10001	42492	94	Host-human	0	0
REF:2595698496_____2595727478	42123	94	Staphylococcus phage vB_SepiS-phiIPLA7	REF	REF
REF:Bacilli_gi_420225008-3736-45574	41838	94	Bacilli_gi_420225008-3736-45574	prophage	prophage
REF:Bacilli_gi_420218063-0-39510	39510	94	Bacilli_gi_420218063-0-39510	prophage	prophage
3300011500_____Ga0121429_10084	35473	94	Engineered-subway	40.76	-73.96
haib17DB4959_H3MGVCCXY_SL259978_NODE_27_length_24391_cov_13.5038	24391	94	NA	NA	NA
haib17DB4959_H3MGVCCXY_SL259953_NODE_279_length_19432_cov_72.7966	19432	94	NA	NA	NA
3300012605_____Ga0118223_100086	17613	94	Host-human	0	0
3300013244_____Ga0118627_100100	14411	94	Host-human	0	0
3300012309_____Ga0118179_100006	14079	94	Host-human	0	0
REF:Bacilli_gi_501043260	12836	94	Bacilli_gi_501043260	prophage	prophage
3300008731_____Ga0115687_10127	10334	94	Host-human	0	0
3300012605_____Ga0118223_100208	10025	94	Host-human	0	0
3300012647_____Ga0118334_100042	8000	94	Host-human	0	0
3300012422_____Ga0118567_10010	6754	94	Host-human	0	0
3300008731_____Ga0115687_10167	6447	94	Host-human	0	0
haib18CEM5453_HMC2KCCXY_SL336640_NODE_2_length_32336_cov_10.5203	32336	95	Hong_Kong	22.278871	114.166293
haib17CEM5106_HCCGHCCXY_SL270209_NODE_55_length_16338_cov_7.58497	16338	95	UK	51.51519833	-0.141753096
haib17CEM4890_HKC32ALXX_SL254707_NODE_268_length_14456_cov_20.9259	14456	95	Germany	NA	NA
haib18CEM5453_HMC2KCCXY_SL336768_NODE_364_length_12737_cov_34.678	12737	95	Hong_Kong	22.395456	114.199737
haib17DB4959_H3MGVCCXY_SL259853_NODE_167_length_11919_cov_35.4976	11919	95	NA	NA	NA
haib18CEM5453_HMC2KCCXY_SL336587_NODE_3_length_9986_cov_8.05327	9986	95	Hong_Kong	22.34819	114.126117
haib18CEM5453_HMC2KCCXY_SL336776_NODE_617_length_9982_cov_15.964	9982	95	Hong_Kong	22.395376	114.199823
haib18CEM5453_HMC2KCCXY_SL336629_NODE_205_length_9803_cov_24.0919	9803	95	Hong_Kong	22.275575	114.168997
haib18CEM5453_HMC2KCCXY_SL336565_NODE_180_length_8906_cov_8.51135	8906	95	Hong_Kong	22.395218	114.199394
haib17DB4959_H3MGVCCXY_SL259850_NODE_154_length_8003_cov_6.48528	8003	95	USA	40.679705	-73.885397
haib18CEM5332_HMCMJCCXY_SL335697_NODE_94_length_7932_cov_7.38162	7932	95	Norway	59.91343	10.74329
haib17CEM4890_H2NYMCCXY_SL254809_NODE_860_length_6804_cov_113.082	6804	95	USA	40.71431364	-74.00315523
haib18CEM5453_HMC2KCCXY_SL336649_NODE_286_length_6802_cov_7.7344	6802	95	Hong_Kong	22.275694	114.168954
haib17CEM5241_HMGMHCCXY_SL343352_NODE_194_length_6520_cov_8.76597	6520	95	Singapore	1.431775	103.773577
3300006017_____Ga0058708_1000002	6426	95	Terrestrial-soil	42.5502	-72.1737
haib17DB4959_H3MGVCCXY_SL259851_NODE_471_length_6115_cov_11.4779	6115	95	USA	40.681693	-73.879266
haib17CEM5106_HCCGHCCXY_SL270458_NODE_489_length_5989_cov_5.94237	5989	95	UK	51.52357375	-0.146845189
haib18CEM5453_HMC2KCCXY_SL336636_NODE_345_length_5969_cov_18.5002	5969	95	Hong_Kong	22.275694	114.169039
haib17CEM5241_HMGMHCCXY_SL343354_NODE_251_length_5835_cov_9.7308	5835	95	Singapore	1.431359	103.774041
haib18CEM5453_HMC2KCCXY_SL336761_NODE_571_length_5712_cov_25.5114	5712	95	Hong_Kong	22.395218	114.199394
haib18CEM5453_HMGW3CCXY_SL342530_NODE_146_length_5602_cov_7.51361	5602	95	Hong_Kong	22.278593	114.166114
haib18CEM5453_HMC2KCCXY_SL336586_NODE_227_length_5172_cov_5.02345	5172	95	Hong_Kong	22.395773	114.199909
haib18CEM5453_HMC2KCCXY_SL336624_NODE_140_length_5037_cov_8.20534	5037	95	NA	NA	NA
3300011981_____Ga0119778_1000221	40551	96	Host-human	34.0722	-118.4441
3300013751_____Ga0119802_1000350	36727	96	Host-human	34.0722	-118.4441
REF:Clostridia_gi_419719396	27952	96	Clostridia_gi_419719396	prophage	prophage
3300008089_____Ga0104978_1000448	26748	96	Host-human	39.0042816	-77.1012173
3300014025_____Ga0119800_100861	25994	96	Host-human	34.0722	-118.4441
3300006498_____Ga0100374_100805	25527	96	Host-human	39.0042816	-77.1012173
3300006253_____Ga0099372_1000853	25520	96	Host-human	39.0042816	-77.1012173
3300006743_____Ga0101795_100325	24996	96	Host-human	39.0042816	-77.1012173
7000000082_____SRS017304_Baylor_scaffold_31740	24891	96	Host-human	39.0042816	-77.1012173
7000000288_____SRS024087_LANL_scaffold_74273	23711	96	Host-human	39.0042816	-77.1012173
3300007791_____Ga0105806_1001066	16787	96	Host-human	39.0042816	-77.1012173
3300006498_____Ga0100374_101738	12974	96	Host-human	39.0042816	-77.1012173
7000000315_____SRS013723_Baylor_scaffold_99067	8617	96	Host-human	39.0042816	-77.1012173
3300007791_____Ga0105806_1002998	8494	96	Host-human	39.0042816	-77.1012173
7000000046_____SRS013252_Baylor_scaffold_50459	8202	96	Host-human	39.0042816	-77.1012173
7000000315_____SRS013723_Baylor_scaffold_99099	7604	96	Host-human	39.0042816	-77.1012173
3300013749_____Ga0119799_102200	7581	96	Host-human	34.0722	-118.4441
7000000046_____SRS013252_Baylor_scaffold_65086	6730	96	Host-human	39.0042816	-77.1012173
3300007204_____Ga0103275_102485	6319	96	Host-human	39.0042816	-77.1012173
7000000046_____SRS013252_Baylor_scaffold_63251	6169	96	Host-human	39.0042816	-77.1012173
3300006498_____Ga0100374_103970	5992	96	Host-human	39.0042816	-77.1012173
7000000315_____SRS013723_Baylor_scaffold_11350	5717	96	Host-human	39.0042816	-77.1012173
haib17CEM4890_H2NYMCCXY_SL254847_NODE_1603_length_5124_cov_4.28053	5124	96	Brazil	-22.90501773	-43.19094441
3300008594_____Ga0111090_100124	36537	97	Host-human	39.0042816	-77.1012173
3300008364_____Ga0114890_100189	35527	97	Host-human	0	0
3300008679_____Ga0115430_1000310	32819	97	Host-human	0	0
3300007525_____Ga0105482_1000084	31830	97	Host-human	39.0042816	-77.1012173
3300008271_____Ga0111085_100688	31090	97	Host-human	39.0042816	-77.1012173
3300009381_____Ga0115415_1000565	29820	97	Host-human	0	0
7000000416_____SRS011343_Baylor_scaffold_45236	28000	97	Host-human	39.0042816	-77.1012173
7000000635_____SRS015063_WUGC_scaffold_3495	24060	97	Host-human	0	0
7000000411_____SRS042984_LANL_scaffold_81261	17313	97	Host-human	39.0042816	-77.1012173
7000000721_____SRS014476_WUGC_scaffold_55219	16536	97	Host-human	0	0
3300008131_____Ga0111081_100631	14974	97	Host-human	39.0042816	-77.1012173
3300006247_____Ga0099374_1002018	11982	97	Host-human	39.0042816	-77.1012173
7000000195_____SRS017209_Baylor_scaffold_27833	10640	97	Host-human	39.0042816	-77.1012173
3300006247_____Ga0099374_1002701	9966	97	Host-human	39.0042816	-77.1012173
3300006322_____Ga0099623_1002144	9846	97	Host-human	39.0042816	-77.1012173
3300008485_____Ga0110912_100642	8788	97	Host-human	39.0042816	-77.1012173
3300008483_____Ga0105906_1001425	8370	97	Host-human	39.0042816	-77.1012173
7000000241_____SRS015064_WUGC_scaffold_16722	7893	97	Host-human	39.0042816	-77.1012173
3300006247_____Ga0099374_1004300	7372	97	Host-human	39.0042816	-77.1012173
3300008745_____Ga0115673_1002239	6765	97	Host-human	0	0
